ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,SPOTIFY_FOLLOWER_COUNT,SPOTIFY_LISTENERS_COUNT,SPFOLDAY0,SPFOLDAY1,SPFOLDAY2,SPFOLDAY3,SPFOLDAY4,SPFOLDAY5,SPFOLDAY6,SPLISDAY0,SPLISDAY1,SPLISDAY2,SPLISDAY3,SPLISDAY4,SPLISDAY5,SPLISDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET,IG_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6
Seddy Hendrinx,Monday Thru Sunday,180941815,2022-07-14,2022-07-12T00:00:00.000Z,15901,0,2,6,1,true,2,23539,349682,23539,23503,23478,,,,,349682,351820,351820,,,,,15901,15155,2,,,,,100385,202449,202449,202449,201941,,,,
Seddy Hendrinx,Heartbeat,180941816,2022-07-14,2022-07-12T00:00:00.000Z,15016,0,2,6,1,true,1,23539,349682,23539,23503,23478,,,,,349682,351820,351820,,,,,15016,14478,5,,,,,91054,202449,202449,202449,201941,,,,
Seddy Hendrinx,Again,180941817,2022-07-14,2022-07-12T00:00:00.000Z,14603,0,2,6,1,true,2,23539,349682,23539,23503,23478,,,,,349682,351820,351820,,,,,14603,13786,6,,,,,89041,202449,202449,202449,201941,,,,
Joe P,All Day I Dream About,180941818,2022-08-11,2022-08-05T00:00:00.000Z,27996,12,6,6,1,true,0,94202,822566,94202,94144,94085,94031,93955,93742,93667,822566,812285,801855,794257,783161,762855,762065,27996,28388,29729,31350,27333,32705,46021,146300,33115,33115,33118,33079,33050,33016,32921,32906
Raiche,Fool,180941819,2022-07-21,2022-07-15T00:00:00.000Z,6140,57,6,6,1,true,1,8244,57876,8244,8234,8219,8200,8195,8184,8176,57876,54709,51636,48891,45515,42136,42176,6140,6627,6260,6021,5261,6195,6422,28867,58602,58602,58599,58367,58367,58350,58335,58268
Bigwalkdog,Love Of The Money (Feat. Hotbo,180941820,2022-07-14,2022-07-14T00:00:00.000Z,14,,0,6,1,true,16,72944,567471,72944,,,,,,,567471,,,,,,,14,,,,,,,374792,1268302,1268302,,,,,,
Rico Cartel,First Night In Tally,180941821,2022-07-07,2022-07-07T00:00:00.000Z,1898,,0,6,1,true,12,21121,63135,21121,,,,,,,63135,,,,,,,1898,,,,,,,38160,169099,169099,,,,,,
Token,I Was In Hollywood,180941824,2022-07-14,2022-07-13T00:00:00.000Z,14916,0,1,6,1,true,25,432287,798089,432287,432249,,,,,,798089,800082,,,,,,14916,16580,,,,,,80197,441954,441954,441954,,,,,
Alec Benjamin,Tell Her,180942124,2022-08-18,2022-08-12T00:00:00.000Z,2115,20,6,6,1,true,26,3721854,14914137,3721854,3719334,3717040,3714781,3712418,3710045,3707822,14914137,14918019,14935957,14956340,14975984,14994021,14997111,2115,1898,1965,1903,1654,2232,1209,13893,1789225,1789225,1788832,1788878,1788265,1787677,1787120,1786321
Medium Build,Alone In My Car,180943042,2022-07-14,2022-07-13T00:00:00.000Z,1508,,1,6,1,true,22,7659,200732,7659,7646,,,,,,200732,203044,,,,,,1508,1680,,,,,,8155,,,,,,,,
YoungBoy Never Broke Again,Feel Good,180943980,2022-10-06,2022-10-05T00:00:00.000Z,422038,12743,1,6,1,true,42,9659902,16016323,9659902,9654268,,,,,,16016323,16034912,,,,,,422038,134004,,,,,,1470340,10637934,10637934,,,,,,
Finesse 2tymes,Get Even,180944548,2022-10-06,2022-10-06T00:00:00.000Z,160964,1222749,0,6,1,true,6,51088,809203,51088,,,,,,,809203,,,,,,,160964,,,,,,,1015693,575097,575097,,,,,,
Lily Williams,Rich,180977157,2022-07-14,2022-07-08T00:00:00.000Z,2025,9,6,6,1,true,16,18312,179132,18312,17953,17614,17272,16910,14864,14483,179132,176679,174213,171949,170064,168411,166909,2025,1839,2163,2352,1871,2718,3572,24760,33014,33014,32052,31045,31045,30250,29693,28819
Death Cab For Cutie,Here To Forever,181055664,2022-07-14,2022-07-13T00:00:00.000Z,24699,,1,6,1,true,0,1380136,3091985,1380136,1379902,,,,,,3091985,3092729,,,,,,24699,28815,,,,,,388764,204194,204194,204194,,,,,
Rico Nasty,Skullflower,181335895,2022-07-28,2022-07-22T00:00:00.000Z,6280,30,6,6,1,true,27,929209,3272535,929209,928683,928164,927701,927052,925914,925444,3272535,3232005,3182073,3136818,3054407,2906838,2910924,6280,7464,8120,7869,7013,10162,16147,25531,2008106,2008106,2007480,2007940,2007626,2007207,2006253,2005754
Christina Perri,back in time,181383124,2022-07-21,2022-07-15T00:00:00.000Z,5041,21,6,6,1,true,33,320531,2335499,320531,3322935,3322336,3321689,3320985,320169,3319639,2335499,10729461,10725505,10716631,10702713,2331703,10682326,5041,6037,7336,6423,4775,6600,9359,25085,1149996,1149996,1149701,268856,1148969,268842,268828,268802
Fenix Flexin,Threat,181436004,2022-07-21,2022-07-21T00:00:00.000Z,8225,3182,0,6,1,true,34,65071,1563054,65071,,,,,,,1563054,,,,,,,8225,,,,,,,100402,84910,84910,,,,,,
Lily Williams,July (Later On),181453491,2022-07-21,2022-07-15T00:00:00.000Z,14239,37,6,6,1,true,0,21106,204865,21106,20898,20719,20525,20352,18982,18644,204865,199194,193842,191280,188168,184400,181876,14239,14800,15097,15199,11565,9776,10086,112033,36210,36210,36053,34611,34611,34458,33575,33073
Seddy Hendrinx,Groovy,181482477,2022-07-14,2022-07-11T00:00:00.000Z,48199,,3,6,1,true,0,23539,349682,23539,23503,976958,23460,,,,349682,351820,11930003,353501,,,,48199,47064,33319,11054,,,,441778,202449,202449,202449,1898330,1898330,,,
TRAETWOTHREE,Ride Or Die,181501371,2022-07-28,2022-07-26T00:00:00.000Z,383,,2,6,1,true,2,52824,44866,52824,52823,52822,,,,,44866,44947,44981,,,,,383,466,0,,,,,15894,15003,15003,14989,14978,,,,
TRAETWOTHREE,Keep Doing You,181501372,2022-07-28,2022-07-26T00:00:00.000Z,566,,2,6,1,true,15,52824,44866,52824,52823,52822,,,,,44866,44947,44981,,,,,566,461,0,,,,,13828,15003,15003,14989,14978,,,,
Surf Curse,Arrow,181501379,2022-09-29,2022-09-28T00:00:00.000Z,4853,,1,6,1,true,23,791788,8312828,791788,791309,,,,,,8312828,8332662,,,,,,4853,1099,,,,,,70469,225292,225292,225116,,,,,
Gucci Mane,Bucking The System,117648780,2019-10-17,2019-10-17T00:00:00.000Z,1050,,0,6,1,true,4,2895625,14376383,2895625,,,,,,,14376383,,,,,,,1050,,,,,,,3528833,12220372,12220372,,,,,,
Gucci Mane,Opps And Adversaries,117648781,2019-10-17,2019-10-17T00:00:00.000Z,797,,0,6,1,true,11,2895625,14376383,2895625,,,,,,,14376383,,,,,,,797,,,,,,,1871462,12220372,12220372,,,,,,
Gucci Mane,Highly Recommended,117648782,2019-10-17,2019-10-17T00:00:00.000Z,768,,0,6,1,true,5,2895625,14376383,2895625,,,,,,,14376383,,,,,,,768,,,,,,,1842801,12220372,12220372,,,,,,
Gucci Mane,Time To Move,117648785,2019-10-17,2019-10-17T00:00:00.000Z,623,,0,6,1,true,2,2895625,14376383,2895625,,,,,,,14376383,,,,,,,623,,,,,,,1276270,12220372,12220372,,,,,,
Gucci Mane,Break Bread,117648786,2019-10-17,2019-10-17T00:00:00.000Z,627,,0,6,1,true,4,2895625,14376383,2895625,,,,,,,14376383,,,,,,,627,,,,,,,1234479,12220372,12220372,,,,,,
Teamarrr,Kinda Love,117648787,2019-10-24,2019-10-18T00:00:00.000Z,10339,5,6,6,1,true,7,13052,66053,13052,12976,12865,12748,12523,12249,12231,66053,64349,62802,61736,60227,57883,57655,10339,10706,11268,11607,9783,11478,12025,59551,33158,33158,32938,32999,32007,29696,24308,24249
O.T. Genasis,Big Shot,117648788,2019-10-24,2019-10-24T00:00:00.000Z,121,,0,6,1,true,11,673774,2684457,673774,,,,,,,2684457,,,,,,,121,,,,,,,786384,2234130,2234130,,,,,,
Charli XCX,White Mercedes (Edx's Miami Su,117648964,2019-10-31,2019-10-25T00:00:00.000Z,13189,32,6,6,1,true,27,1843825,12357691,1843825,148872,148796,148738,1839698,1838643,1837628,12357691,3646966,3626944,3618807,12546362,12605081,12663799,13189,14154,14789,15303,10900,18355,39058,34902,111132,111132,111119,111106,3542860,3540971,3538960,3536782
Dua Lipa,Don't Start Now,117648970,2019-10-31,2019-10-30T00:00:00.000Z,58353,0,1,6,1,true,32,13858840,26104732,13858840,13847795,,,,,,26104732,26104333,,,,,,58353,0,,,,,,9876645,35017534,35017534,35006091,,,,,
Coldplay,Sunrise,117649038,2019-11-28,2019-11-22T00:00:00.000Z,62161,801,6,6,1,true,0,23076959,37457451,23076959,23059565,23042460,23022379,23001594,22980082,22961660,37457451,37348669,37228732,37108794,36958912,36809029,36659147,62161,93627,107706,134130,103693,146385,253771,337620,10478570,10478570,10470352,10464011,10452219,10440162,10420304,10409671
Coldplay,Church,117649039,2019-11-28,2019-11-22T00:00:00.000Z,73035,724,6,6,1,true,1,23076959,37457451,23076959,23059565,23042460,23022379,23001594,22980082,22961660,37457451,37348669,37228732,37108794,36958912,36809029,36659147,73035,110999,126384,154828,123848,174377,278580,398981,10478570,10478570,10470352,10464011,10452219,10440162,10420304,10409671
Coldplay,Broken,117649040,2019-11-28,2019-11-22T00:00:00.000Z,48026,472,6,6,1,true,0,23076959,37457451,23076959,23059565,23042460,23022379,23001594,22980082,22961660,37457451,37348669,37228732,37108794,36958912,36809029,36659147,48026,74092,85782,104902,83213,117425,192744,265610,10478570,10478570,10470352,10464011,10452219,10440162,10420304,10409671
Coldplay,Daddy,117649041,2019-11-21,2019-11-20T00:00:00.000Z,116787,0,1,6,1,true,39,22945302,36482931,22945302,22929565,,,,,,36482931,36306714,,,,,,116787,54144,,,,,,1230785,10400880,10400880,10393577,,,,,
Coldplay,WOTW/POTP,117649042,2019-11-28,2019-11-22T00:00:00.000Z,39540,394,6,6,1,true,14,23076959,37457451,23076959,23059565,23042460,23022379,23001594,22980082,22961660,37457451,37348669,37228732,37108794,36958912,36809029,36659147,39540,61634,72241,88902,69144,98192,159624,221992,10478570,10478570,10470352,10464011,10452219,10440162,10420304,10409671
Coldplay,When I Need A Friend,117649043,2019-11-28,2019-11-22T00:00:00.000Z,40674,416,6,6,1,true,45,23076959,37457451,23076959,23059565,23042460,23022379,23001594,22980082,22961660,37457451,37348669,37228732,37108794,36958912,36809029,36659147,40674,63282,73311,89236,70706,99352,155192,243238,10478570,10478570,10470352,10464011,10452219,10440162,10420304,10409671
Coldplay,Eko,117649044,2019-11-28,2019-11-22T00:00:00.000Z,39704,347,6,6,1,true,0,23076959,37457451,23076959,23059565,23042460,23022379,23001594,22980082,22961660,37457451,37348669,37228732,37108794,36958912,36809029,36659147,39704,60963,70823,85155,66931,93327,141518,223729,10478570,10478570,10470352,10464011,10452219,10440162,10420304,10409671
Coldplay,Cry Cry Cry,117649045,2019-11-28,2019-11-22T00:00:00.000Z,54555,388,6,6,1,true,22,23076959,37457451,23076959,23059565,23042460,23022379,23001594,22980082,22961660,37457451,37348669,37228732,37108794,36958912,36809029,36659147,54555,84175,91179,105746,84332,112657,165365,271054,10478570,10478570,10470352,10464011,10452219,10440162,10420304,10409671
Coldplay,Old Friends,117649046,2019-11-28,2019-11-22T00:00:00.000Z,36617,327,6,6,1,true,27,23076959,37457451,23076959,23059565,23042460,23022379,23001594,22980082,22961660,37457451,37348669,37228732,37108794,36958912,36809029,36659147,36617,56903,65610,79075,63082,87570,132020,208844,10478570,10478570,10470352,10464011,10452219,10440162,10420304,10409671
Coldplay,Bani Adam,117649047,2019-11-28,2019-11-22T00:00:00.000Z,37004,377,6,6,1,true,14,23076959,37457451,23076959,23059565,23042460,23022379,23001594,22980082,22961660,37457451,37348669,37228732,37108794,36958912,36809029,36659147,37004,56099,64788,78130,62544,87336,129846,210157,10478570,10478570,10470352,10464011,10452219,10440162,10420304,10409671
Coldplay,Champion Of The World,117649048,2020-03-19,2020-03-16T00:00:00.000Z,31525,202998,3,6,1,true,27,24931821,32882593,24931821,24917825,24906330,24892776,,,,32882593,32865349,32899914,32928167,,,,31525,31755,31988,26099,,,,254395,11094795,11094795,11094795,10995787,10896779,,,
Ben Platt,Vienna,117649214,2019-10-24,2019-10-22T00:00:00.000Z,78465,0,2,6,1,true,45,153016,2803984,153016,151635,150890,,,,,2803984,2787912,2787270,,,,,78465,92483,88745,,,,,342397,1344417,1344417,1341028,1342276,,,,
Ben Platt,River,117649215,2019-10-24,2019-10-22T00:00:00.000Z,85047,0,2,6,1,true,41,153016,2803984,153016,151635,150890,,,,,2803984,2787912,2787270,,,,,85047,100921,97338,,,,,435329,1344417,1344417,1341028,1342276,,,,
Ben Platt,Unworthy Of Your Love,117649217,2019-10-24,2019-10-22T00:00:00.000Z,55112,0,2,6,1,true,28,153016,2803984,153016,151635,150890,,,,,2803984,2787912,2787270,,,,,55112,65111,62511,,,,,226029,,,,1342276,,,,
Why Don't We,Mad At You,117649228,2019-10-31,2019-10-25T00:00:00.000Z,84516,3551,6,6,1,true,37,1636335,14369735,1636335,1634054,1631931,1629346,1626438,1623527,1621273,14369735,14270928,14180640,14120231,14041115,13937081,13880018,84516,97508,108302,125460,122710,160852,292617,476377,4259780,4259780,4257815,4255953,4254014,4251732,4249433,4247923
Teejay3k,No Friends (Feat. Quando Rondo,117649229,2019-10-24,2019-10-18T00:00:00.000Z,23927,4,6,6,1,true,0,1797,,1797,1773,611557,1703,1677,1643,604797,,,1618306,,,,1622282,23927,24700,25894,25695,18218,16224,16730,171245,51626,51626,51359,2204838,50835,50579,2192208,2188482
Gucci Mane,Big Boy Diamonds,117692674,2019-10-17,2019-10-17T00:00:00.000Z,1228,,0,6,1,true,20,2895625,14376383,2895625,,,,,,,14376383,,,,,,,1228,,,,,,,5608932,8479905,8479905,,,,,,
Gucci Mane,Came From Scratch,117692675,2019-10-17,2019-10-17T00:00:00.000Z,1138,,0,6,1,true,7,3318332,12758134,3318332,,,,,,,12758134,,,,,,,1138,,,,,,,3257017,12220372,12220372,,,,,,
Gucci Mane,Wop Longway Takeoff,117692676,2019-10-17,2019-10-17T00:00:00.000Z,777,,0,6,1,true,5,565535,2891346,565535,,,,,,,2891346,,,,,,,777,,,,,,,2198628,,,,,,,,
Gucci Mane,Last Night,117692677,2019-10-17,2019-10-17T00:00:00.000Z,707,,0,6,1,true,4,21116,279372,21116,,,,,,,279372,,,,,,,707,,,,,,,1573294,226288,226288,,,,,,
Tank,WWJD,117954437,2019-10-24,2019-10-24T00:00:00.000Z,347,,0,6,1,true,2,447072,1512691,447072,,,,,,,1512691,,,,,,,347,,,,,,,346649,1657055,1657055,,,,,,
Tank,Champion,117954438,2019-10-24,2019-10-24T00:00:00.000Z,285,,0,6,1,true,4,447072,1512691,447072,,,,,,,1512691,,,,,,,285,,,,,,,325654,1657055,1657055,,,,,,
Tank,Our Song,117954440,2019-10-24,2019-10-24T00:00:00.000Z,174,,0,6,1,true,2,447072,1512691,447072,,,,,,,1512691,,,,,,,174,,,,,,,194573,1657055,1657055,,,,,,
Tank,Elevation,117954442,2019-10-24,2019-10-24T00:00:00.000Z,351,,0,6,1,true,2,447072,1512691,447072,,,,,,,1512691,,,,,,,351,,,,,,,330943,1657055,1657055,,,,,,
Galantis & Dolly Parton,Faith,117954535,2019-10-31,2019-10-25T00:00:00.000Z,176213,547,6,6,1,true,48,890215,8400541,890215,2767558,282381,887849,2764704,282124,2762587,8400541,12371388,4946729,7893386,12212592,4219129,12085219,176213,181361,192137,200088,148385,208992,298414,1151679,1244683,1244683,14713,118350,1243799,95200,2089904,118036
Ofenbach,Insane,117989803,2019-11-21,2019-11-15T00:00:00.000Z,2352,7,6,6,1,true,39,288041,3683690,288041,287852,287612,287361,287127,286904,286724,3683690,3667246,3654215,3643603,3626912,3598970,3610921,2352,2228,2135,2115,1674,2150,2359,15427,111007,111007,111866,112082,111653,111057,111119,111210
Hayley Kiyoko,L.O.V.E. Me,117989907,2019-11-21,2019-11-15T00:00:00.000Z,28599,164,6,6,1,true,0,1019827,2827147,1019827,1019117,1018437,1017639,1016838,1015845,1015195,2827147,2812764,2794544,2780188,2754690,2708575,2729324,28599,30575,33817,38413,32589,47528,72275,123445,1902563,1902563,1901869,1900843,1900832,1900642,1900842,1900758
Quando Rondo,Just Keep Going,117989908,2019-10-31,2019-10-29T00:00:00.000Z,226709,0,2,6,1,true,0,625819,1614858,625819,624281,622841,,,,,1614858,1612579,1612812,,,,,226709,279707,79478,,,,,1178527,2221807,2221807,2219198,2216857,,,,
DB Omerta,32 Shots,117990101,2019-11-07,2019-11-01T00:00:00.000Z,2602,0,6,6,1,true,18,140,,140,131,125,118,111,105,97,,,,,,,,2602,2678,1568,815,486,478,383,82214,17859,17859,17733,17605,17437,17396,17361,17334
Pardison Fontaine,Sometimes,117990123,2019-11-14,2019-11-14T00:00:00.000Z,48,,0,6,1,true,2,128691,1189389,128691,,,,,,,1189389,,,,,,,48,,,,,,,102745,325071,325071,,,,,,
Pardison Fontaine,Southside,117990127,2019-11-14,2019-11-14T00:00:00.000Z,80,,0,6,1,true,5,128691,1189389,128691,,,,,,,1189389,,,,,,,80,,,,,,,212376,325071,325071,,,,,,
Pardison Fontaine,Good For You,117990129,2019-11-14,2019-11-14T00:00:00.000Z,60,,0,6,1,true,1,128691,1189389,128691,,,,,,,1189389,,,,,,,60,,,,,,,106798,325071,325071,,,,,,
Highly Suspect,Canals,118056265,2019-10-31,2019-10-25T00:00:00.000Z,55026,532,6,6,1,true,0,335444,1809254,335444,334842,334347,333961,333518,332887,332459,1809254,1799293,1789331,1782823,1771139,1759048,1746957,55026,60762,56113,57672,42429,60184,101531,349164,132357,132357,132173,132003,131850,131634,131449,131279
Roddy Ricch,Start Wit Me,118056329,2019-10-31,2019-10-25T00:00:00.000Z,1223590,304,6,6,1,true,44,674982,8324406,674982,1453763,1451233,665681,1445967,1443027,657067,8324406,10831846,10807716,8051387,10762623,10701048,7736792,1223590,1218067,1256071,1200156,905754,1162731,1491691,7464082,2326663,2326663,2323442,2320753,2318697,2316658,2311188,2308404
Kodak Black,Zombie,118056330,2019-10-24,2019-10-24T00:00:00.000Z,1000,,0,6,1,true,15,0,,0,,,,,,,,,,,,,,1000,,,,,,,3610405,8484180,8484180,,,,,,
Kateel,Different Problems,118195800,2019-10-31,2019-10-28T00:00:00.000Z,293,,3,6,1,true,9,147,37,147,146,144,141,,,,37,,,,,,,293,415,634,353,,,,3748,,,,,,,,
Highly Suspect,Fly,118273477,2019-11-07,2019-11-01T00:00:00.000Z,37025,351,6,6,1,true,43,339003,1862322,339003,338566,338101,337681,337147,336430,335966,1862322,1857020,1851411,1847327,1843926,1832101,1832101,37025,37698,39360,42213,32195,43552,72001,173616,134126,134126,133922,133670,133393,133162,132741,132815
Highly Suspect,Freakstreet,118273478,2019-11-07,2019-11-01T00:00:00.000Z,39013,303,6,6,1,true,32,339003,1862322,339003,338566,338101,337681,337147,336430,335966,1862322,1857020,1851411,1847327,1843926,1832101,1832101,39013,40403,44639,47035,34496,51186,97649,147636,134126,134126,133922,133670,133393,133162,132741,132815
Jucee Froot,Psycho,118319534,2019-11-14,2019-11-12T00:00:00.000Z,2320,12290,2,6,1,true,1,9083,96303,9083,9057,9028,,,,,96303,99785,103351,,,,,2320,2229,2008,,,,,19666,350558,350558,,350376,,,,
Cid X Riddim Commission,Me N U (Extended Mix),118351504,2020-12-17,2020-12-11T00:00:00.000Z,1608,3293,6,6,1,true,14,72798,1824850,72798,3807,9180,3801,72724,9159,9149,1824850,136828,158951,136653,1841683,157516,157037,1608,1694,1747,1743,1633,2760,3938,6779,38286,38286,5114,53868,5117,53864,53873,38114
Whipped Cream & Lil Xan,Told Ya,118351905,2020-12-24,2020-12-18T00:00:00.000Z,4973,26044,6,6,1,true,12,42165,552065,42165,2111457,42107,42068,42035,48360,41960,552065,3235216,547358,545550,542923,112778,534758,4973,5600,5885,5608,4919,5772,6663,43719,130381,130381,130385,136104,5247053,5248485,5248574,5248648
Grandma,Stomp And Grind (Feat. Rico Na,118351909,2020-02-20,2020-02-20T00:00:00.000Z,2045,18067,0,6,1,true,4,,,,,,,,,,,,,,,,,2045,,,,,,,18632,1390866,1390866,,,,,,
Absofacto,Rewind,118351915,2020-01-30,2020-01-24T00:00:00.000Z,13898,86971,6,6,1,true,14,409912,2954040,409912,409797,63494,63362,63204,63079,409230,2954040,2947823,2483603,2480840,2472500,2452867,2916740,13898,16508,16428,15911,12645,14860,18440,80626,33205,33205,90635,33112,90610,90604,90591,90577
Charlotte Lawrence,God Must Be Doing Cocaine,118351916,2019-11-21,2019-11-15T00:00:00.000Z,25421,33,6,6,1,true,32,347818,3396297,347818,347085,346470,345756,344983,344124,343519,3396297,3376488,3355057,3336487,3306678,3254377,3253732,25421,26080,29413,31695,24558,37294,65416,130046,720832,720832,718820,718750,718882,718576,718141,718158
Teejay3k,Soul Searchin,118351918,2019-11-14,2019-11-11T00:00:00.000Z,9667,0,3,6,1,true,24,2437,69168,2437,2373,2323,2298,,,,69168,68199,67229,,,,,9667,9541,10285,4391,,,,72414,59474,59474,59003,58531,58060,,,
Teejay3k,Fwmb (Feat. Mozzy),118351922,2019-11-14,2019-11-11T00:00:00.000Z,5422,0,3,6,1,true,16,2437,69168,2437,287687,287387,287078,,,,69168,1188649,1180365,1173906,,,,5422,6061,6589,2929,,,,36342,59474,59474,59003,1063867,58060,,,
Crush & Pink Sweat$,I Wanna Be Yours,118351927,2019-10-31,2019-10-31T00:00:00.000Z,43565,0,0,6,1,true,43,462630,1150636,462630,,,,,,,1150636,,,,,,,43565,,,,,,,720217,303082,303082,,,,,,
Jason Derulo,Be The One,118383742,2019-11-14,2019-11-08T00:00:00.000Z,9621,148,6,6,1,true,13,7165266,18737085,7165266,7163393,7161565,7159334,7156941,7154664,7152705,18737085,18709319,18686464,18663609,18612762,18457762,18483822,9621,10014,10453,7922,5027,5754,9114,107465,4812535,4812535,4819794,4810014,4809952,4812297,4811709,4811780
Jason Derulo,Talk With Your Body,118383787,2019-11-14,2019-11-08T00:00:00.000Z,10830,164,6,6,1,true,27,7165266,18737085,7165266,7163393,7161565,7159334,7156941,7154664,7152705,18737085,18709319,18686464,18663609,18612762,18457762,18483822,10830,10789,10655,7893,4959,5932,9895,38035,4812535,4812535,4819794,4810014,4809952,4812297,4811709,4811780
Jason Derulo,Talk About Us,118479131,2019-11-14,2019-11-08T00:00:00.000Z,10191,183,6,6,1,true,17,7165266,18737085,7165266,7163393,414111,413384,7156941,7154664,7152705,18737085,18709319,8088454,8123933,18612762,18457762,18483822,10191,10044,10541,7830,4823,6088,10821,38566,2081513,2081513,2079188,2076882,2073474,4812297,4811709,2068862
Jason Derulo,Best Friend,118479132,2019-11-14,2019-11-08T00:00:00.000Z,17375,164,6,6,1,true,21,7165266,18737085,7165266,2995410,2993844,2992310,7156941,7154664,2987698,18737085,23365184,23411373,23442908,18612762,18457762,23542248,17375,16573,15877,11230,6363,7943,12480,65078,5168921,5168921,4819794,5168293,5168051,4812297,4811709,4811780
Karol G & Nicki Minaj,Tusa,118502121,2019-11-07,2019-11-07T00:00:00.000Z,45131,0,0,6,1,true,73,6953540,24943400,6953540,,,,,,,24943400,,,,,,,45131,,,,,,,4225908,107541151,107541151,,,,,,
KSI,Down Like That,118514976,2019-11-07,2019-11-07T00:00:00.000Z,170,,0,6,1,true,0,647344,950285,647344,,,,,,,950285,,,,,,,170,,,,,,,1517122,8212756,8212756,,,,,,
