ARTIST,TITLE,UNIFIED_SONG_ID,DATE,RELEASE_DATE,THIS_DAY,THIS_WEEK,DAYS_SINCE_RELEASE,DAY_OF_WEEK,RN,END_OF_WEEK,POPULARITY,IG_FOLLOWER_COUNT,TT_FOLLOWER_COUNT,IGFOLDAY0,IGFOLDAY1,IGFOLDAY2,IGFOLDAY3,IGFOLDAY4,IGFOLDAY5,IGFOLDAY6,TTFOLDAY0,TTFOLDAY1,TTFOLDAY2,TTFOLDAY3,TTFOLDAY4,TTFOLDAY5,TTFOLDAY6,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,TARGET
Kali (Hip-Hop/R&B),Toxic Chocolate,172111675,2022-03-17,2022-03-11T00:00:00.000Z,13917,12,6,6,1,true,22,433478,460482,433478,432042,431376,430409,427884,426180,425427,460482,460365,460103,459544,458878,458750,458197,13917,14769,16881,17067,13556,16799,17116,68700
Whethan,Mental,172111702,2022-03-17,2022-03-11T00:00:00.000Z,19537,37,6,6,1,true,28,102921,5327,102921,102871,209441,165962,166017,208828,166156,5327,5327,216912,55807,55740,216952,55587,19537,23295,25814,29742,28396,40460,67089,94813
Joel Corry & David Guetta,What Would You Do?,172111761,2022-03-24,2022-03-18T00:00:00.000Z,207433,351,6,6,1,true,61,,296582,,8951399,,,8947040,376590,8946815,296582,3900000,296503,296528,3900000,127422,3900000,207433,198352,204426,210460,191444,244263,338592,1086490
R3hab,My Pony,172114240,2022-04-14,2022-04-08T00:00:00.000Z,52066,132,6,6,1,true,0,2472802,131266,2472802,2472336,2471207,2469795,2468199,2466870,2465293,131266,131083,130961,130780,130662,130460,130281,52066,52332,53918,49789,42283,59847,91574,242964
Nocap,Shackles To Diamonds,172476485,2022-03-17,2022-03-16T00:00:00.000Z,226115,0,1,6,1,true,0,2125329,132069,2125329,2122666,,,,,,132069,132056,,,,,,226115,113904,,,,,,1189397
Bigwalkdog,Real As It Gets,172549448,2022-03-17,2022-03-17T00:00:00.000Z,93,,0,6,1,true,3,340833,,340833,,,,,,,,,,,,,,93,,,,,,,565216
Fn Dadealer,Accident,172549821,2022-03-31,2022-03-25T00:00:00.000Z,3626,0,6,6,1,true,7,54656,,54656,54578,54456,54398,54314,54169,54046,,,,,,,,3626,3801,4678,4946,3995,5794,5525,18343
JayDaYoungan,Big Steppa,172549915,2022-03-31,2022-03-25T00:00:00.000Z,40791,40,6,6,1,true,31,2569809,,2569809,,,,,,,,,,,,,,40791,42886,45233,52789,48533,64189,97397,148323
JayDaYoungan,Lurkin,172549916,2022-03-31,2022-03-25T00:00:00.000Z,42001,31,6,6,1,true,29,2569809,,2569809,2569317,2570141,2569285,2571039,2570335,2569206,,,,,,,,42001,44112,47934,52666,45823,59368,88681,160960
JayDaYoungan,Rollin,172549917,2022-03-31,2022-03-25T00:00:00.000Z,37687,25,6,6,1,true,30,2569809,,2569809,2569317,2570141,2569285,2571039,2570335,2569206,,,,,,,,37687,39606,42484,47147,41253,53338,75891,146829
JayDaYoungan,Heaven Gates,172549918,2022-03-31,2022-03-25T00:00:00.000Z,74800,803,6,6,1,true,38,2569809,,2569809,2569317,,,,,,,,,,,,,74800,76969,80702,89416,79900,101374,135612,291618
JayDaYoungan,Almighty Flow,172549919,2022-03-31,2022-03-25T00:00:00.000Z,42014,31,6,6,1,true,33,2569809,,2569809,2569317,2570141,2569285,2571039,2570335,2569206,,,,,,,,42014,44241,47716,52591,46376,57630,80044,175919
JayDaYoungan,Need Me,172549920,2022-03-31,2022-03-25T00:00:00.000Z,36712,50,6,6,1,true,27,2569809,,2569809,,,,,,,,,,,,,,36712,38652,41210,45968,41279,53318,76788,138735
JayDaYoungan,Feeling Inside,172549921,2022-03-31,2022-03-25T00:00:00.000Z,42613,31,6,6,1,true,46,2569809,,2569809,2569317,2570141,2569285,2571039,2570335,2569206,,,,,,,,42613,45317,49396,51723,43947,53957,73435,168798
SK8,Shooting Star (Feat. Sum 41),172549927,2022-04-14,2022-04-08T00:00:00.000Z,5016,5,6,6,1,true,43,611636,,611636,611552,611421,611257,611052,881745,873302,,,,,,60715,60698,5016,6826,6206,4644,3474,4310,5801,23501
Eloise Alterman,Her,172549929,2022-05-12,2022-05-06T00:00:00.000Z,2548,0,6,6,1,true,18,12484,17898,12484,12479,12473,12452,12441,12398,12389,17898,17889,17881,17873,17865,17856,17848,2548,3494,1162,1166,949,1100,1460,61601
Vance Joy,Solid Ground,172549930,2022-06-16,2022-06-10T00:00:00.000Z,28866,81,6,6,1,true,42,602456,28370,602456,601701,601430,600972,600365,599035,598690,28370,28321,28265,28205,28127,27998,27971,28866,32936,38507,40450,37444,49325,82925,143236
Vance Joy,Catalonia,172549931,2022-06-16,2022-06-10T00:00:00.000Z,60998,675,6,6,1,true,47,602456,28370,602456,601701,601430,600972,600365,599035,598690,28370,28321,28265,28205,28127,27998,27971,60998,65686,70405,72385,69364,89753,156936,278476
Vance Joy,Way That I'm Going,172549932,2022-06-16,2022-06-10T00:00:00.000Z,24480,69,6,6,1,true,23,602456,28370,602456,601701,601430,600972,600365,599035,598690,28370,28321,28265,28205,28127,27998,27971,24480,28184,32946,34804,32828,42217,67539,113522
Vance Joy,Clarity,172549934,2022-04-07,2022-04-06T00:00:00.000Z,89849,0,1,6,1,true,54,585201,24930,585201,585068,,,,,,24930,24879,,,,,,89849,2572,,,,,,1007614
Vance Joy,Wavelength,172549935,2022-06-16,2022-06-10T00:00:00.000Z,19285,61,6,6,1,true,29,602456,28370,602456,601701,601430,600972,600365,599035,598690,28370,28321,28265,28205,28127,27998,27971,19285,22146,26479,27887,25728,33666,52488,86435
Vance Joy,Boardwalk,172549936,2022-06-16,2022-06-10T00:00:00.000Z,20404,69,6,6,1,true,34,602456,28370,602456,601701,601430,600972,600365,599035,598690,28370,28321,28265,28205,28127,27998,27971,20404,23471,27316,28882,26337,33534,49989,97961
Vance Joy,Looking At Me Like That,172549937,2022-06-16,2022-06-10T00:00:00.000Z,20541,57,6,6,1,true,39,602456,28370,602456,601701,601430,600972,600365,599035,598690,28370,28321,28265,28205,28127,27998,27971,20541,23701,27499,29009,25830,33176,49585,100159
Vance Joy,This One,172549938,2022-06-16,2022-06-10T00:00:00.000Z,17699,55,6,6,1,true,30,602456,28370,602456,601701,601430,600972,600365,599035,598690,28370,28321,28265,28205,28127,27998,27971,17699,20362,23997,25708,23492,30555,46533,79667
Vance Joy,Daylight,172549939,2022-06-16,2022-06-10T00:00:00.000Z,15807,53,6,6,1,true,31,602456,28370,602456,601701,601430,600972,600365,599035,598690,28370,28321,28265,28205,28127,27998,27971,15807,18376,21631,23057,21432,28253,42809,70559
JayDaYoungan,Wyo,172549940,2022-03-31,2022-03-25T00:00:00.000Z,59469,23,6,6,1,true,37,2569809,,2569809,,,,,,,,,,,,,,59469,60543,62029,67883,59293,74271,103354,268349
Nocap,Very Special,172549956,2022-04-21,2022-04-15T00:00:00.000Z,332899,216,6,6,1,true,0,2158894,132740,2158894,2159212,2159041,2158802,2158221,2157304,2157428,132740,132729,132717,132705,132687,132662,132637,332899,305245,315914,303013,256294,289305,346343,1868937
Nocap,Forever Loading,172549965,2022-04-28,2022-04-28T00:00:00.000Z,89,,0,6,1,true,2,2166487,133037,2166487,,,,,,,133037,,,,,,,89,,,,,,,1334595
Knocks,Slow Song (With Dragonette) [a,172551356,2022-04-07,2022-04-01T00:00:00.000Z,4026,24,6,6,1,true,16,13042,,13042,13034,13023,42852,42832,42816,12962,,,,5806,5768,5656,,4026,4551,5144,6174,5176,8905,24304,5634
Gayle,luv starved,172598874,2022-03-24,2022-03-18T00:00:00.000Z,86226,772,6,6,1,true,11,227321,974381,227321,226271,225827,225456,224771,224015,223694,974381,974190,974079,973867,973552,973073,972769,86226,82966,84216,85954,82292,95771,137114,285752
Gayle,sleeping with my friends,172598875,2022-03-24,2022-03-18T00:00:00.000Z,11152,42,6,6,1,true,28,227321,974381,227321,226271,225827,225456,224771,224015,223694,974381,974190,974079,973867,973552,973073,972769,11152,10203,11197,11880,9959,11190,15663,59372
Gayle,kiddie pool,172598876,2022-03-24,2022-03-18T00:00:00.000Z,8199,34,6,6,1,true,22,227321,974381,227321,226271,225827,225456,224771,224015,223694,974381,974190,974079,973867,973552,973073,972769,8199,7778,8164,8502,7664,8347,11318,38761
Gayle,e-z,172598877,2022-03-24,2022-03-18T00:00:00.000Z,17558,42,6,6,1,true,30,,,,226271,,225456,224771,,,,974190,,973867,973552,,,17558,16636,17069,17652,15507,17399,21821,88670
Kali,Chainzzz,172598935,2022-03-17,2022-03-16T00:00:00.000Z,7,,1,6,1,true,9,433478,460482,433478,552460,,,,,,460482,766482,,,,,,7,0,,,,,,52966
Lil Skies,Play This At My Funeral,172768047,2022-03-24,2022-03-24T00:00:00.000Z,381,,0,6,1,true,14,428824,,428824,,,,,,,,,,,,,,381,,,,,,,1141576
Arden Jones,Serotonin Highs Feat. Allen Haley,172830156,2022-04-07,2022-04-07T00:00:00.000Z,47063,7,0,6,1,true,49,3028,12500,3028,,,,,,,12500,,,,,,,47063,,,,,,,220012
MoneySign $uede,Whole Time (Feat. Daboii),172896101,2022-03-24,2022-03-21T00:00:00.000Z,3242,0,3,6,1,true,43,128110,,128110,127393,308030,308059,,,,,,,,,,,3242,2982,2842,1019,,,,23881
"Big K.R.I.T., Wiz Khalifa & Girl Talk",How The Story Goes,172978462,2022-03-24,2022-03-23T00:00:00.000Z,47854,0,1,6,1,true,27,26815,,26815,26678,,,,,,,,,,,,,47854,10320,,,,,,415510
Bic Fizzle,Turnt Shit,173014678,2022-03-24,2022-03-23T00:00:00.000Z,19557,0,1,6,1,true,7,244407,,244407,244344,,,,,,,,,,,,,19557,2,,,,,,249515
TRAETWOTHREE,Stuck In My Ways (Feat. Blueface),173022825,2022-04-14,2022-04-08T00:00:00.000Z,6024,459,6,6,1,true,11,,8800000,,,13253,13211,13221,12974,,8800000,8800000,2224,2224,2224,2224,8800000,6024,5178,5444,6236,5563,8137,10267,18003
Dcg Brothers & Dcg Shun & Dcg,One Call,173039961,2022-03-24,2022-03-24T00:00:00.000Z,1,,0,6,1,true,1,166205,,166205,,,,,,,,,,,,,,1,,,,,,,27217
Kehlani,Shooter Interlude,173083233,2022-04-28,2022-04-28T00:00:00.000Z,444,,0,6,1,true,30,13798960,3314983,13798960,,,,,,,3314983,,,,,,,444,,,,,,,1190632
Kehlani,Wish I Never,173083234,2022-04-28,2022-04-28T00:00:00.000Z,537,,0,6,1,true,35,13798960,3314983,13798960,,,,,,,3314983,,,,,,,537,,,,,,,1678538
Kehlani,Everything Interlude,173083235,2022-04-28,2022-04-28T00:00:00.000Z,293,,0,6,1,true,19,13798960,3314983,13798960,,,,,,,3314983,,,,,,,293,,,,,,,931803
Kehlani,Melt,173083237,2022-04-28,2022-04-28T00:00:00.000Z,339,,0,6,1,true,49,13798960,3314983,13798960,,,,,,,3314983,,,,,,,339,,,,,,,1125224
Kehlani,Tangerine,173083238,2022-04-28,2022-04-28T00:00:00.000Z,300,,0,6,1,true,31,13798960,3314983,13798960,,,,,,,3314983,,,,,,,300,,,,,,,987861
Jamie Miller,Over You,173083239,2022-05-05,2022-04-29T00:00:00.000Z,6788,49,6,6,1,true,40,627745,2500000,627745,627732,627782,627852,627668,627314,627259,2500000,2500000,2500000,2500000,2500000,2500000,2500000,6788,7422,7325,7824,7032,8099,13063,39015
Surf Curse,Sugar,173083240,2022-03-31,2022-03-30T00:00:00.000Z,31675,0,1,6,1,true,39,190662,,190662,190355,,,,,,,,,,,,,31675,22962,,,,,,268252
Jamie Miller,Longer,173083241,2022-05-05,2022-04-29T00:00:00.000Z,6573,30,6,6,1,true,44,627745,2500000,627745,627732,627782,627852,627668,627314,627259,2500000,2500000,2500000,2500000,2500000,2500000,2500000,6573,7054,6719,6789,5968,6950,11503,35734
Jamie Miller,It Is What It Is,173083242,2022-05-05,2022-04-29T00:00:00.000Z,51719,228,6,6,1,true,64,627745,2500000,627745,627732,627782,627852,627668,627314,627259,2500000,2500000,2500000,2500000,2500000,2500000,2500000,51719,52089,54040,58923,48187,58223,83328,278038
Rico Cartel,Buccaneerz,173083245,2022-03-24,2022-03-23T00:00:00.000Z,1028,,1,6,1,true,3,157263,485,157263,156942,,,,,,485,507,,,,,,1028,0,,,,,,65510
Sabrina Claudio,Subtle Things,173083246,2022-05-12,2022-05-06T00:00:00.000Z,41791,113,6,6,1,true,39,1080738,84148,1080738,1079934,1078669,1078291,1075597,1073817,1073608,84148,82154,80368,79672,79573,79472,79318,41791,47423,52111,56552,48772,66450,82230,177078
Sabrina Claudio,Don’t Make Me Wait,173083247,2022-05-12,2022-05-06T00:00:00.000Z,51366,135,6,6,1,true,42,1080738,84148,1080738,1079934,1078669,1078291,1075597,1073817,1073608,84148,82154,80368,79672,79573,79472,79318,51366,56115,59262,63377,55800,70932,83704,234709
Sabrina Claudio,Iou,173083248,2022-05-12,2022-05-06T00:00:00.000Z,49354,107,6,6,1,true,45,1080738,84148,1080738,1079934,1078669,1078291,1075597,1073817,1073608,84148,82154,80368,79672,79573,79472,79318,49354,53460,56257,59768,52213,67030,77665,222154
Sabrina Claudio,Impersonator,173083249,2022-05-12,2022-05-06T00:00:00.000Z,33384,94,6,6,1,true,35,1080738,84148,1080738,1079934,1078669,1078291,1075597,1073817,1073608,84148,82154,80368,79672,79573,79472,79318,33384,37157,40000,43383,38228,51198,62920,136769
Sabrina Claudio,Sunset Eyes,173083250,2022-05-12,2022-05-06T00:00:00.000Z,32285,120,6,6,1,true,30,1080738,84148,1080738,1079934,1078669,1078291,1075597,1073817,1073608,84148,82154,80368,79672,79573,79472,79318,32285,35955,38232,41453,36678,48197,58563,137757
Sabrina Claudio,Basic Needs,173083251,2022-05-12,2022-05-06T00:00:00.000Z,28614,73,6,6,1,true,29,1080738,84148,1080738,1079934,1078669,1078291,1075597,1073817,1073608,84148,82154,80368,79672,79573,79472,79318,28614,31572,33958,36116,31290,41090,49710,122532
Sabrina Claudio,Favorite Part,173083252,2022-05-12,2022-05-06T00:00:00.000Z,45213,926,6,6,1,true,40,1080738,84148,1080738,1079934,1078669,1078291,1075597,1073817,1073608,84148,82154,80368,79672,79573,79472,79318,45213,48788,52009,55786,48169,65254,93742,187863
Sabrina Claudio,Still Strangers,173083253,2022-05-12,2022-05-06T00:00:00.000Z,25149,78,6,6,1,true,33,1080738,84148,1080738,1079934,1078669,1078291,1075597,1073817,1073608,84148,82154,80368,79672,79573,79472,79318,25149,28153,30182,32557,28489,37499,45224,106308
Sabrina Claudio,Protect Her,173083254,2022-05-12,2022-05-06T00:00:00.000Z,25576,71,6,6,1,true,36,1080738,84148,1080738,1079934,1078669,1078291,1075597,1073817,1073608,84148,82154,80368,79672,79573,79472,79318,25576,28500,30565,32758,29025,37588,44296,116214
Enisa,Green Light,173083259,2022-03-31,2022-03-28T00:00:00.000Z,3291,0,3,6,1,true,12,1865563,2774461,1865563,1864151,1863426,1862607,,,,2774461,2757595,2740730,2723865,,,,3291,3684,3689,1458,,,,22339
Mahalia,In The Club,173083394,2022-04-28,2022-04-27T00:00:00.000Z,22608,0,1,6,1,true,39,589146,93877,589146,589185,,,,,,93877,93765,,,,,,22608,7241,,,,,,544339
Charli XCX,Sorry If I Hurt You,173083395,2022-03-31,2022-03-25T00:00:00.000Z,33353,223,6,6,1,true,46,4013223,1600000,4013223,4010670,4009323,4007746,4004258,4001957,3998792,1600000,1600000,1600000,1600000,1600000,1600000,1598523,33353,37607,43147,46125,47968,56107,97706,170997
Charli XCX,Selfish Girl,173083396,2022-03-31,2022-03-25T00:00:00.000Z,53629,268,6,6,1,true,45,4013223,1600000,4013223,4010670,4009323,4007746,4004258,4001957,3998792,1600000,1600000,1600000,1600000,1600000,1600000,1598523,53629,56845,63111,68373,68737,86833,165817,210830
Charli XCX,How Can I Not Know What I Need,173083397,2022-03-31,2022-03-25T00:00:00.000Z,34641,212,6,6,1,true,47,4013223,1600000,4013223,4010670,4009323,4007746,4004258,4001957,3998792,1600000,1600000,1600000,1600000,1600000,1600000,1598523,34641,38606,43615,46537,48487,56179,98306,171191
Charli XCX,What You Think About Me,173083398,2022-03-31,2022-03-25T00:00:00.000Z,29219,179,6,6,1,true,43,4013223,1600000,4013223,4010670,4009323,4007746,4004258,4001957,3998792,1600000,1600000,1600000,1600000,1600000,1600000,1598523,29219,32829,37364,40227,42245,48672,85839,149114
Royal & The Serpent,Happier In Hell,173083846,2022-04-14,2022-04-08T00:00:00.000Z,24934,69,6,6,1,true,38,62458,567859,62458,62422,62339,62264,61936,62077,61635,567859,567847,567834,567821,567809,567786,567737,24934,25006,27750,30135,26685,32539,42816,153858
Ncognita,Just What It Seem,173083852,2022-04-21,2022-04-15T00:00:00.000Z,2442,0,6,6,1,true,12,6652,1886,6652,6625,6592,6560,6566,6364,6349,1886,1877,1876,1878,1852,1819,1793,2442,2522,2806,2849,2223,3071,4281,8442
Bankrol Hayden,Fuck Love,173083863,2022-04-14,2022-04-08T00:00:00.000Z,63910,62,6,6,1,true,0,764368,1400000,764368,764574,764742,764870,765056,765420,765593,1400000,1400000,1400000,1400000,1400000,1400000,1400000,63910,66439,66573,68338,57577,67692,94050,318676
corook,Snakes,173083867,2022-03-31,2022-03-31T00:00:00.000Z,9,,0,6,1,true,3,5580,26180,5580,,,,,,,26180,,,,,,,9,,,,,,,37232
Sydney Rose,Things That Don’t Exist (Feat.,173083868,2022-04-07,2022-04-01T00:00:00.000Z,6196,13,6,6,1,true,0,17018,68966,17018,17011,17003,16996,8447,16986,8421,68966,68972,68978,68985,207049,68997,207050,6196,6660,6560,6769,5759,6182,9838,43026
Quando Rondo,10.27,173421589,2022-03-24,2022-03-23T00:00:00.000Z,39076,,1,6,1,true,12,3568424,456076,3568424,3566581,,,,,,456076,456027,,,,,,39076,3105,,,,,,354375
Kehlani,up at night,173431251,2022-03-31,2022-03-30T00:00:00.000Z,525102,0,1,6,1,true,55,13699520,3300000,13699520,227033798,,,,,,3300000,23697080,,,,,,525102,360799,,,,,,3670123
Masked Wolf & Bring Me The Horizon,Fallout,173509408,2022-03-31,2022-03-31T00:00:00.000Z,163,,0,6,1,true,34,,,,,,,,,,,,,,,,,163,,,,,,,729594
Dylan Fraser,Apartment Complex On The Easts,173550060,2022-04-14,2022-04-13T00:00:00.000Z,429,,1,6,1,true,0,141272,95917,141272,141311,,,,,,95917,95910,,,,,,429,290,,,,,,34684
Fl Dusa,Bad Man,173550080,2022-04-14,2022-04-08T00:00:00.000Z,110502,63,6,6,1,true,33,9749778,2224907,9749778,9746892,47002,9738528,46693,46485,46378,2224907,2220312,7236,2211121,7133,7065,6966,110502,106251,111659,118703,100106,113089,135851,538331
Arden Jones,Green Eyes,173550082,2022-04-07,2022-04-07T00:00:00.000Z,30314,0,0,6,1,true,29,39396,165726,39396,,,,,,,165726,,,,,,,30314,,,,,,,80202
Arden Jones,La Di Da,173550083,2022-04-07,2022-04-07T00:00:00.000Z,100959,1,0,6,1,true,37,39396,165726,39396,,,,,,,165726,,,,,,,100959,,,,,,,457163
Wiz Khalifa,Iced Out Necklace,173550096,2022-03-31,2022-03-31T00:00:00.000Z,982,,0,6,1,true,24,35721419,4138473,35721419,,,,,,,4138473,,,,,,,982,,,,,,,911492
Arlie,Landline,173550602,2022-05-12,2022-05-11T00:00:00.000Z,5270,,1,6,1,true,0,15723,2275,15723,15720,,,,,,2275,2273,,,,,,5270,583,,,,,,85814
Briston Maroney,The Kitchen,173550607,2022-04-14,2022-04-08T00:00:00.000Z,17944,29,6,6,1,true,0,75972,11947,75972,75880,75844,75782,75736,75755,75587,11947,11926,11906,11883,11858,11833,11808,17944,17381,18322,19465,15616,20428,37060,103639
Briston Maroney,Bottom Of The Ocean,173550608,2022-05-05,2022-04-29T00:00:00.000Z,17832,7,6,6,1,true,30,77667,12875,77667,77592,77491,77239,77085,76938,76838,12875,12859,12843,12826,12810,12790,12766,17832,18935,18442,17816,14511,18122,31628,70783
Briston Maroney,Into My Head,173550609,2022-05-05,2022-04-29T00:00:00.000Z,4856,219,6,6,1,true,26,77667,12875,77667,77592,77491,77239,77085,76938,76838,12875,12859,12843,12826,12810,12790,12766,4856,5741,4672,4793,4155,5620,9302,12406
Briston Maroney,Closer,173550610,2022-05-05,2022-04-29T00:00:00.000Z,3120,2,6,6,1,true,26,77667,12875,77667,77592,77491,77239,77085,76938,76838,12875,12859,12843,12826,12810,12790,12766,3120,3847,2393,2313,1970,2590,4161,15152
"Dcg Brothers, Dcg Shun, Dcg Bs",Track 2,173550611,2022-04-07,2022-04-07T00:00:00.000Z,8,,0,6,1,true,0,114012,597,114012,,,,,,,597,,,,,,,8,,,,,,,225064
"Dcg Brothers, Dcg Shun, Dcg Bs",Track 4,173550612,2022-04-07,2022-04-07T00:00:00.000Z,1,,0,6,1,true,0,,,,,,,,,,,,,,,,,1,,,,,,,20553
"Dcg Brothers, Dcg Shun, Dcg Bs",Track 7,173550614,2022-04-07,2022-04-07T00:00:00.000Z,0,,0,6,1,true,0,114012,597,114012,,,,,,,597,,,,,,,0,,,,,,,31885
"Dcg Brothers, Dcg Shun, Dcg Bs",Track 8,173550615,2022-04-07,2022-04-07T00:00:00.000Z,0,,0,6,1,true,0,114012,597,114012,,,,,,,597,,,,,,,0,,,,,,,29535
"Dcg Brothers, Dcg Shun, Dcg Bs",Track 9,173550616,2022-04-07,2022-04-07T00:00:00.000Z,0,,0,6,1,true,0,,,,,,,,,,,,,,,,,0,,,,,,,16311
Charlie Puth,That's Hilarious,173550619,2022-04-07,2022-04-07T00:00:00.000Z,2428,,0,6,1,true,40,15669096,16270278,15669096,,,,,,,16270278,,,,,,,2428,,,,,,,3699935
Gang51e June,Static Rain (Feat. Birdy),173550620,2022-04-28,2022-04-22T00:00:00.000Z,13083,0,6,6,1,true,13,74183,,74183,73937,73713,73631,480809,480826,480791,,,,,91244,91221,91197,13083,12606,12081,12549,10820,12624,17146,86815
Crooked Colours,Feel It,173550621,2022-05-12,2022-05-11T00:00:00.000Z,1358,,1,6,1,true,22,28154,2466,28154,28122,,,,,,2466,2465,,,,,,1358,1228,,,,,,32755
Bigwalkdog,Nino,173550634,2022-04-07,2022-04-06T00:00:00.000Z,1,,1,6,1,true,21,346756,,346756,346502,,,,,,,,,,,,,1,141,,,,,,136881
Fl Dusa,Red Dot,173551357,2022-04-07,2022-04-01T00:00:00.000Z,1335,0,6,6,1,true,7,46202,6795,46202,46135,46086,46105,45932,45702,44960,6795,6680,6300,5403,5364,5327,5274,1335,975,1085,1304,860,1241,1923,5357
A Boogie Wit Da Hoodie,Playa,173648919,2022-03-31,2022-03-31T00:00:00.000Z,659,,0,6,1,true,23,6012962,178123,6012962,,,,,,,178123,,,,,,,659,,,,,,,3701249
Matoma & A R I Z O N A,Heart So Big,173648943,2022-04-07,2022-04-01T00:00:00.000Z,37338,65,6,6,1,true,44,144072,27086,144072,143999,143909,143826,69740,69735,69708,27086,27053,27020,26993,203049,203036,203024,37338,40162,40784,44265,40422,57402,108616,186490
Gucci Mane,Blood All On It,173648961,2022-03-31,2022-03-31T00:00:00.000Z,2182,,0,6,1,true,23,15757693,115038,15757693,,,,,,,115038,,,,,,,2182,,,,,,,3276385
Saweetie,Birthday,173718934,2023-08-03,2023-07-28T00:00:00.000Z,149640,1627,6,6,1,true,27,41042825,11200000,41042825,12893322,40945150,9275360,12892313,9272522,12896904,11200000,4800000,11200000,719041,4800000,718779,4800000,149640,151952,153757,167087,146968,194388,288627,527396
Kevin Gates,Protect Children (Leak),173789665,2024-01-25,2024-01-25T00:00:00.000Z,204,,0,6,1,true,31,11291457,3700000,11291457,,,,,,,3700000,,,,,,,204,,,,,,,996741
Jack Harlow,First Class,173822980,2022-04-14,2022-04-08T00:00:00.000Z,5658354,12911,6,6,1,true,5,5515503,4785081,5515503,5496150,5474667,5434071,5396575,5374942,5277839,4785081,4751873,4718666,4657501,4516006,4314454,4118943,5658354,5640149,6219498,6826770,6373244,8260627,13059896,32106990
Rainbow Kitten Surprise,Work Out,174020787,2022-04-07,2022-04-06T00:00:00.000Z,168762,0,1,6,1,true,50,167845,,167845,167589,,,,,,,,,,,,,168762,99136,,,,,,1048733
"Wiz Khalifa, Big K.R.I.T., Girl Talk",How The Story Goes,174113656,2022-04-07,2022-04-07T00:00:00.000Z,0,,0,6,1,true,13,35800994,4283085,35800994,,,,,,,4283085,,,,,,,0,,,,,,,24046
Oliver Tree,Mind Control,174114575,2022-12-29,2022-12-23T00:00:00.000Z,13607,35,6,6,1,true,39,1963351,14635617,1963351,1962761,1962534,1962336,1962410,1962103,1961864,14635617,14629572,14623528,14617483,14611438,14605393,14598459,13607,14031,14999,13574,12710,20615,17607,85310
